Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total SF,Total Bathrooms,House Age,Years Since Remodel,Has Pool
1599,923227030,20,RL,,17979,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,1,5,785.0,1,0.0,328.0,GasA,5,Y,SBrkr,0,1160,3,1,4,6,Typ,0,0,Attchd,1968.0,Unf,1.0,257.0,3,3,Y,81,0,0,0,0,0,0,GdWo,Shed,500,2,2008,WD ,Normal,11.934926432385152,2273.0,2.0,40,40,0
1834,533130170,50,RL,85.0,10678,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,4,3,PConc,4,3,1,6,700.0,1,0.0,983.0,GasA,5,Y,SBrkr,0,2872,4,1,4,9,Typ,1,3,Attchd,1992.0,Fin,2.0,541.0,3,3,Y,0,33,0,0,0,0,0,None,None,0,4,2007,WD ,Normal,12.560247968016562,4555.0,2.5,15,7,0
305,911128180,50,C (all),60.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,698.0,GasA,3,Y,FuseA,0,1128,2,1,3,6,Typ,0,0,Detchd,1980.0,RFn,2.0,528.0,3,3,Y,30,0,164,0,0,0,0,None,None,0,4,2010,COD,Abnorml,11.133142723386813,1826.0,1.0,90,60,0
1741,528222090,20,RL,64.0,7697,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1246.0,GasA,5,Y,SBrkr,0,1258,3,1,4,6,Typ,0,0,Attchd,2007.0,RFn,2.0,462.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,8,2007,New,Partial,12.063938642041201,2504.0,2.0,0,0,0
2173,908127070,20,RL,80.0,8240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,Stone,198.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1179.0,GasA,4,Y,SBrkr,0,1179,2,1,3,5,Min2,0,0,Attchd,1960.0,Fin,2.0,622.0,3,3,P,0,0,0,0,0,0,0,GdPrv,None,0,6,2007,WD ,Normal,11.608244735642321,2358.0,1.0,47,47,0
2262,916384080,20,RL,64.0,9037,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4,3,3,6,428.0,1,0.0,1048.0,GasA,5,Y,SBrkr,0,1484,2,1,5,6,Typ,1,4,Attchd,2006.0,RFn,2.0,472.0,3,3,Y,120,33,0,0,0,0,0,None,None,0,12,2007,WD ,Normal,12.490879338036375,2960.0,2.0,1,1,0
576,533253070,120,RL,61.0,3782,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4,3,4,6,960.0,1,0.0,266.0,GasA,3,Y,SBrkr,0,1226,1,1,4,4,Typ,2,3,Attchd,1981.0,Fin,2.0,484.0,3,3,Y,133,78,0,0,0,0,0,None,None,0,9,2009,WD ,Normal,12.261985005589679,2452.0,2.0,28,28,0
1765,528340030,60,RL,89.0,10557,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,4,3,PConc,5,3,4,6,672.0,1,0.0,736.0,GasA,5,Y,SBrkr,0,3078,4,1,4,9,Typ,1,3,Attchd,1998.0,Fin,3.0,806.0,3,3,Y,108,87,0,0,0,0,0,None,None,0,7,2007,WD ,Normal,12.923914877701906,4486.0,3.5,9,9,0
2511,533221080,160,FV,,2998,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4,3,PConc,4,3,1,6,353.0,1,0.0,403.0,GasA,5,Y,SBrkr,0,1524,2,1,4,4,Typ,0,0,Detchd,2000.0,Unf,2.0,440.0,3,3,Y,0,32,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,12.019749091416921,2280.0,2.5,6,6,0
2562,534477030,20,RL,89.0,10680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,3,3,CBlock,3,2,1,2,756.0,1,0.0,1380.0,GasA,3,N,FuseA,0,2136,4,1,3,7,Mod,0,0,Detchd,1951.0,Unf,2.0,528.0,3,3,Y,0,30,0,0,0,0,0,MnPrv,None,0,10,2006,WD ,Normal,11.834291315386718,4272.0,2.0,55,55,0
1335,903226060,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,521.0,1,0.0,460.0,GasA,5,Y,SBrkr,0,1672,3,1,4,6,Typ,1,4,Detchd,1940.0,Unf,1.0,240.0,3,3,Y,0,11,0,0,0,0,0,GdPrv,None,0,7,2008,WD ,Normal,12.013100572810686,2653.0,1.5,68,19,0
1994,902302150,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,662.0,GasA,3,N,SBrkr,0,2337,5,2,3,10,Min2,0,0,Detchd,1945.0,Unf,2.0,560.0,3,3,Y,0,57,0,0,0,0,0,None,None,0,9,2007,WD ,Normal,11.407576060361786,2999.0,2.0,107,57,0
1953,535402140,80,RL,93.0,10090,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,364.0,3,3,CBlock,3,3,3,3,242.0,5,483.0,0.0,GasA,3,Y,SBrkr,0,1651,4,1,3,6,Typ,2,3,BuiltIn,1963.0,Unf,1.0,276.0,3,3,Y,460,46,0,0,165,0,0,MnPrv,None,0,10,2007,WD ,Normal,12.055255569732177,2376.0,2.5,44,8,0
1518,909175050,75,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,2,378.0,1,0.0,342.0,GasA,5,Y,SBrkr,420,2192,4,1,4,8,Typ,1,4,Detchd,1939.0,Unf,1.0,240.0,3,3,Y,262,24,0,0,0,0,0,None,None,0,7,2008,WD ,Normal,12.097936057925594,2492.0,2.5,69,11,0
270,907290240,120,RM,,4426,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,3,6,662.0,1,0.0,186.0,GasA,5,Y,SBrkr,0,848,1,1,4,3,Typ,0,0,Attchd,2004.0,RFn,2.0,420.0,3,3,Y,160,0,0,0,0,0,0,None,None,0,5,2010,WD ,Normal,11.870606902224587,1696.0,2.0,6,6,0
630,535150070,50,RL,,12513,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,2,1,1,0.0,1,0.0,715.0,GasA,4,Y,SBrkr,0,1738,4,1,3,7,Typ,1,4,Attchd,1920.0,Unf,1.0,368.0,3,3,Y,55,0,0,0,0,0,0,None,None,0,6,2009,WD ,Normal,11.560772327227417,2453.0,2.0,89,2,0
1034,527401130,90,RL,60.0,9000,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,1,0.0,1,0.0,896.0,GasA,3,Y,SBrkr,0,1792,4,2,3,8,Typ,0,0,Detchd,1982.0,Unf,2.0,480.0,3,3,Y,0,45,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,11.798111925972618,2688.0,3.0,34,34,0
287,909100110,70,RL,66.0,6858,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,806.0,GasA,3,N,FuseF,0,1647,4,1,2,6,Typ,0,0,Detchd,1920.0,Unf,1.0,216.0,3,3,Y,0,66,136,0,0,0,0,None,None,0,5,2010,WD ,Normal,11.759793355371237,2453.0,2.5,95,60,0
2156,907285040,60,RL,80.0,10000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,438.0,4,3,PConc,4,3,1,6,1079.0,1,0.0,141.0,GasA,5,Y,SBrkr,0,2090,3,1,4,8,Typ,1,3,Attchd,1995.0,RFn,2.0,556.0,3,3,Y,0,65,0,0,0,0,0,None,None,0,12,2007,WD ,Normal,12.388398368982115,3310.0,3.5,12,11,0
301,909475140,20,RL,100.0,15602,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,1247.0,1,0.0,254.0,GasA,3,Y,SBrkr,0,1801,1,1,3,6,Typ,2,3,Attchd,1959.0,Fin,2.0,484.0,3,3,Y,0,54,0,0,161,0,0,GdWo,None,0,3,2010,WD ,Normal,12.574185427296195,3302.0,3.0,51,13,0
1270,535452120,80,RL,70.0,7910,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,BrkFace,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,666.0,1,0.0,409.0,GasA,4,Y,SBrkr,0,1507,4,1,3,7,Maj1,0,0,Basment,1960.0,Unf,1.0,404.0,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,8,2008,WD ,Normal,11.751950239425476,2582.0,2.0,48,48,0
2724,905200490,80,RL,,10246,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,4,3,6,648.0,1,0.0,0.0,GasA,5,Y,SBrkr,0,960,0,1,3,3,Typ,0,0,Attchd,1965.0,Unf,1.0,364.0,3,3,Y,88,0,0,0,0,0,0,None,None,0,5,2006,WD ,Normal,11.884495917930655,1608.0,1.5,41,5,0
66,528386040,50,RL,56.0,14720,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,4,3,PConc,4,3,3,6,816.0,1,0.0,1217.0,GasA,5,Y,SBrkr,0,3238,4,1,4,9,Typ,1,5,Attchd,1996.0,Fin,3.0,666.0,3,3,Y,283,86,0,0,0,0,0,None,None,0,3,2010,WD ,Normal,12.923914877701906,5271.0,3.5,15,14,0
2165,907420050,20,RL,64.0,8334,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1330.0,GasA,5,Y,SBrkr,0,1330,3,1,4,6,Typ,1,4,Attchd,2006.0,Fin,2.0,437.0,3,3,Y,0,23,0,0,0,0,0,None,None,0,7,2007,New,Partial,12.030772381667665,2660.0,2.0,1,0,0
891,908152100,80,RL,72.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,3,3,CBlock,3,3,3,5,631.0,1,0.0,410.0,GasA,5,Y,SBrkr,0,1125,3,1,3,6,Typ,1,2,Detchd,1977.0,Unf,1.0,352.0,3,3,Y,296,0,0,0,0,0,0,GdWo,None,0,10,2009,WD ,Abnorml,11.736077016252437,2166.0,2.0,33,33,0
1779,528429110,20,RL,49.0,15256,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,4,3,PConc,4,3,4,6,929.0,1,0.0,556.0,GasA,5,Y,SBrkr,0,1464,3,1,4,6,Typ,0,0,Attchd,2007.0,Unf,3.0,754.0,3,3,Y,168,160,0,0,0,0,0,None,None,0,8,2007,WD ,Normal,12.552930054797935,2949.0,3.0,0,0,0
1755,528275110,60,RL,,8740,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,574.0,1,0.0,280.0,GasA,5,Y,SBrkr,0,1995,4,1,4,8,Typ,1,4,BuiltIn,2002.0,Fin,2.0,435.0,3,3,Y,264,48,0,0,0,0,0,None,None,0,7,2007,WD ,Normal,12.299112067295642,2849.0,2.5,5,5,0
231,905201030,30,RL,94.0,9259,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,660.0,GasA,3,N,SBrkr,0,756,2,1,3,4,Typ,0,0,Detchd,1945.0,Unf,2.0,440.0,3,3,N,80,0,0,0,0,0,0,None,None,0,6,2010,WD ,Normal,11.350418300109132,1416.0,1.0,83,60,0
504,528387030,60,RL,,11692,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,372.0,4,3,PConc,4,3,1,6,624.0,1,0.0,549.0,GasA,5,Y,SBrkr,0,2232,3,1,4,8,Typ,1,3,Attchd,1993.0,RFn,2.0,623.0,3,3,Y,173,165,0,0,0,0,0,None,None,0,10,2009,WD ,Normal,12.482002176622577,3405.0,3.5,16,15,0
2030,903430050,50,RM,40.0,5680,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,969.0,GasA,3,N,FuseA,0,1214,2,1,3,6,Typ,0,0,Detchd,1920.0,Unf,1.0,216.0,3,3,N,0,0,77,0,0,0,0,MnPrv,None,0,9,2007,WD ,AdjLand,11.669937760751914,2183.0,1.0,106,57,0
1271,535453020,20,RL,80.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,PConc,3,3,1,4,476.0,3,488.0,292.0,GasA,4,Y,FuseA,0,1256,3,1,4,6,Typ,0,0,Attchd,1959.0,RFn,1.0,311.0,3,3,Y,0,240,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,11.976665770490767,2512.0,2.5,49,49,0
1361,903453050,70,RM,60.0,10266,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,372.0,1,0.0,396.0,GasA,3,Y,FuseA,0,1536,4,1,3,7,Typ,0,0,Detchd,1952.0,Unf,1.0,308.0,3,3,Y,0,216,80,0,0,0,0,None,None,0,5,2008,COD,Abnorml,11.820417517632333,2304.0,1.5,56,56,0
1396,905226110,190,RL,,10532,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,3,3,CBlock,3,3,2,3,988.0,1,0.0,0.0,GasA,4,Y,SBrkr,0,1721,3,1,3,7,Mod,2,3,Basment,1960.0,Unf,2.0,626.0,3,3,Y,50,84,0,0,0,0,0,None,None,0,12,2008,WD ,Abnorml,11.884495917930655,2709.0,3.0,48,48,0
1005,527162180,60,RL,73.0,11184,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,932.0,GasA,4,Y,SBrkr,0,1633,3,1,3,7,Typ,1,3,Attchd,1998.0,Fin,2.0,460.0,3,3,Y,0,39,0,0,0,0,0,None,None,0,4,2008,WD ,Family,12.117246896289503,2565.0,2.5,10,10,0
837,907126050,20,RL,65.0,9757,Pave,None,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,755.0,1,0.0,235.0,GasA,5,Y,SBrkr,0,990,3,1,3,5,Typ,0,0,Attchd,1995.0,RFn,1.0,440.0,3,3,Y,66,0,0,0,92,0,0,None,None,0,10,2009,WD ,Normal,11.870606902224587,1980.0,2.0,15,15,0
1454,907250020,20,RL,75.0,9742,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1777.0,GasA,5,Y,SBrkr,0,1795,3,1,4,7,Typ,1,4,Attchd,2002.0,RFn,2.0,534.0,3,3,Y,171,159,0,0,0,0,0,None,None,0,9,2008,WD ,Normal,12.345838935721968,3572.0,2.0,6,6,0
375,527352150,60,RL,,13250,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRNn,Norm,1Fam,2Story,7,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,832.0,GasA,3,Y,SBrkr,0,2050,4,1,4,8,Typ,1,3,Attchd,1978.0,RFn,2.0,529.0,3,3,Y,192,192,0,0,0,0,0,None,None,0,5,2009,WD ,Abnorml,11.944714374881176,2882.0,2.5,31,31,0
2443,528315030,60,RL,82.0,9452,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,423.0,4,3,PConc,4,3,1,6,1074.0,1,0.0,322.0,GasA,5,Y,SBrkr,0,2392,3,1,4,7,Typ,1,3,Attchd,1997.0,Fin,3.0,870.0,3,3,Y,0,70,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,12.759960632315702,3788.0,3.5,9,8,0
2059,905105040,20,RL,86.0,8665,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,89.0,3,3,CBlock,3,3,2,3,168.0,4,288.0,420.0,GasA,3,Y,SBrkr,0,897,3,1,3,5,Typ,0,0,Attchd,1968.0,RFn,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,1,2007,WD ,Normal,11.652696102959753,1773.0,1.0,39,39,0
1685,528102050,20,RL,96.0,12469,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,378.0,5,3,PConc,5,3,4,6,1151.0,1,0.0,639.0,GasA,5,Y,SBrkr,0,1816,3,1,5,7,Typ,1,4,Attchd,2007.0,Fin,3.0,730.0,3,3,Y,186,36,0,0,0,0,0,None,None,0,8,2007,New,Partial,12.782688818818986,3606.0,3.0,1,0,0
1701,528118040,60,RL,118.0,13654,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,4,3,PConc,5,3,4,1,0.0,1,0.0,1704.0,GasA,5,Y,SBrkr,0,2758,4,1,5,9,Typ,1,5,BuiltIn,2005.0,Fin,3.0,814.0,3,3,Y,282,55,0,0,0,0,0,None,None,0,5,2007,WD ,Normal,12.94323910384853,4462.0,2.5,2,1,0
2000,902401030,40,RM,40.0,5400,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,2,2,370.0,1,0.0,779.0,GasA,4,Y,FuseA,0,1616,3,1,4,5,Typ,0,0,Detchd,1926.0,Unf,1.0,216.0,3,3,Y,0,0,183,0,0,0,0,None,None,0,10,2007,WD ,Normal,11.931642378754141,2765.0,2.0,81,3,0
752,903429110,70,RM,68.0,9928,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,672.0,GasA,2,Y,SBrkr,0,1944,3,1,3,8,Min2,0,0,Detchd,1915.0,Unf,1.0,216.0,3,3,N,24,28,0,0,0,0,0,None,Shed,400,6,2009,WD ,Normal,12.100161978566867,2616.0,2.0,94,15,0
100,533213030,20,FV,,4403,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,5,3,PConc,5,3,3,6,578.0,1,0.0,892.0,GasA,5,Y,SBrkr,0,1478,2,1,4,7,Typ,1,4,Attchd,2009.0,Fin,2.0,484.0,3,3,Y,0,144,0,0,0,0,0,None,None,0,6,2010,New,Partial,12.310437165348775,2948.0,3.5,1,1,0
1862,533352075,90,RL,,18890,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,Shed,CompShg,Plywood,Plywood,None,1.0,3,3,CBlock,4,3,1,6,498.0,3,211.0,652.0,GasA,5,Y,SBrkr,0,2620,4,2,3,12,Typ,1,3,BuiltIn,1977.0,RFn,2.0,600.0,3,3,N,155,24,145,0,0,0,0,None,Gar2,8300,8,2007,WD ,Normal,12.154784614286667,3981.0,3.0,30,30,0
867,907253130,60,RL,,11050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,4,3,PConc,5,3,2,6,904.0,1,0.0,536.0,GasA,5,Y,SBrkr,0,2153,3,1,5,8,Typ,2,5,Attchd,2000.0,Fin,3.0,736.0,3,3,Y,253,142,0,0,0,0,0,None,None,0,5,2009,WD ,Normal,12.653961664405365,3593.0,3.5,9,9,0
911,909250080,70,RL,43.0,5707,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,583.0,GasA,4,Y,FuseF,0,1242,3,1,3,6,Typ,1,4,Detchd,1926.0,Unf,1.0,180.0,2,3,Y,329,96,0,0,0,0,0,None,None,0,3,2009,WD ,Normal,11.561725152903833,1825.0,1.5,74,59,0
1243,535179060,20,RL,80.0,11900,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,3,3,CBlock,3,3,1,3,1040.0,1,0.0,352.0,GasA,3,Y,FuseA,0,1392,3,1,3,6,Typ,2,4,Attchd,1957.0,RFn,2.0,458.0,3,3,Y,0,0,0,0,192,0,0,None,None,0,6,2008,WD ,Normal,12.019749091416921,2784.0,2.5,51,51,0
530,528482130,60,FV,75.0,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,912.0,GasA,5,Y,SBrkr,0,2094,4,1,4,8,Typ,1,4,BuiltIn,2003.0,Fin,2.0,615.0,3,3,Y,182,182,0,0,0,0,0,None,None,0,11,2009,WD ,Normal,12.479913113434042,3006.0,2.5,6,5,0
637,535178040,20,RL,70.0,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,435.0,4,202.0,565.0,GasA,3,Y,SBrkr,0,1202,3,1,3,6,Typ,0,0,Attchd,1956.0,RFn,1.0,304.0,3,3,Y,0,35,120,0,0,0,0,GdWo,None,0,11,2009,COD,Abnorml,11.695255355062795,2404.0,1.5,53,53,0
186,902329030,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,Stone,2,2,1,1,0.0,1,0.0,346.0,GasA,5,Y,SBrkr,0,2268,3,1,4,7,Typ,0,0,Detchd,2003.0,Unf,2.0,624.0,3,3,N,0,108,0,0,0,0,0,None,None,0,4,2010,WD ,Normal,12.388398368982115,2614.0,3.0,120,8,0
2656,902207080,20,RM,49.0,5820,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,256.0,1,0.0,906.0,GasA,5,Y,SBrkr,0,1163,3,1,3,6,Typ,0,0,Attchd,1955.0,Unf,1.0,220.0,2,3,Y,142,98,0,0,0,0,0,None,None,0,7,2006,WD ,Normal,11.745433036677353,2325.0,2.0,51,1,0
